RAh,RAm,RAs,e_RAs,DEd,DEm,DEs,eDEs,GLON,GLAT,Si,e_Si,Pk,e_Pk,m,e_m,RM,e_RM
14,14,10.27,0.05,48,41,43.7,0.6,91.8659,63.1414,142.9,5.3,5.04,0.25,4.39,0.22,-2.9,11.6
14,14,11.33,0.03,20,1,4.9,0.6,16.7768,69.7829,95.7,2.9,9.36,0.27,10.12,0.29,17.6,6.3
14,14,16.68,0.03,10,8,23.6,0.6,-4.1572,64.1256,112.6,3.4,4.43,0.25,4.2,0.24,-10.5,13
14,14,18.04,0.03,14,22,49.8,0.7,3.6551,66.8696,99.9,3.3,3.57,0.27,5.16,0.39,33.6,15.6
14,14,19.88,0.16,79,5,48.1,0.6,118.1088,37.2435,424.1,12.7,7.16,0.46,1.92,0.12,-13.6,13.8
14,14,23.04,0.03,0,1,38,0.6,-17.3936,56.3167,152.6,5.4,5.27,0.28,3.77,0.2,-19.5,12
14,14,25.16,0.04,34,58,43.8,0.6,61.9222,70.6216,389.8,13.7,4.72,0.29,1.32,0.08,45.8,13.7
14,14,27.58,0.05,5,36,54.1,0.8,-10.7883,60.7916,22.5,0.8,3.44,0.26,13.8,1.04,18.2,16.4
14,14,30.56,0.05,1,42,56.1,0.8,-15.4912,57.719,41,1.9,4.8,0.28,12.09,0.71,-11.6,12.2
14,14,32.28,0.03,1,44,5,0.8,-15.4591,57.7302,147.7,5.1,5.3,0.3,6.33,0.36,-2,11.9
14,14,35.8,0.03,2,56,18.3,0.6,-14.0671,58.6848,135.9,4.6,4.39,0.29,3.85,0.25,-17.1,12.9
14,14,38.02,0.08,8,5,29.6,1.3,-7.2365,62.6091,11.8,0.5,4.69,0.31,11.68,0.77,-19.8,15.3
14,14,39.19,0.03,-30,25,40.7,0.6,-36.5492,29.1067,1354.5,40.6,11.34,0.33,0.9,0.03,-57.2,5.8
14,14,39.75,0.03,8,4,36.9,0.6,-7.2471,62.5936,294.9,10,17.11,0.31,6.68,0.12,-4.6,3.9
14,14,46.98,0.11,71,30,54.2,0.6,113.8933,44.1213,56,2.1,3.37,0.27,5.99,0.48,10,17.5
14,14,49.23,0.08,68,31,22.2,0.6,111.9621,46.7896,157.9,5.4,7.12,0.35,5.23,0.26,14,9.6
14,14,49.48,0.04,41,23,6.6,0.6,78.1099,67.7421,141.2,4.9,6.8,0.29,5.31,0.23,-1,9.9
14,14,52.42,0.03,-7,34,4.7,0.6,-23.8783,49.85,131,4.7,4.1,0.32,3.23,0.25,-15.7,19.1
14,14,52.76,0.04,22,37,55.2,0.6,24.1446,70.5749,85.7,3.4,4.11,0.25,5.28,0.32,-2.8,13.6
14,14,54.97,0.04,-25,26,45.1,0.6,-34.3181,33.7114,75.5,2.7,4.17,0.34,6.02,0.49,6.1,16.3
14,14,55.58,0.08,55,23,14.1,0.8,100.5092,57.9562,35.4,1.4,4.14,0.26,13.55,0.85,0.8,13.7
14,14,56.53,0.04,22,38,7.5,0.7,24.1675,70.5621,57.2,2.4,4.42,0.26,7.66,0.45,21.9,13.3
14,15,2.84,0.03,-18,45,10.2,0.6,-30.9639,39.8432,121.8,4.7,3.97,0.29,3.92,0.29,-33.2,15
14,15,3.23,0.04,38,59,16.4,0.6,72.4596,68.9268,232,7,3.97,0.25,1.8,0.11,-42.3,15.2
14,15,8.65,0.05,51,39,46.7,0.6,95.8832,60.844,129.4,3.9,5.94,0.32,4.86,0.26,-1.3,11.7
14,15,10.57,0.04,27,6,12.8,0.6,37.67,71.3882,87.4,3.4,8.75,0.35,12.02,0.48,15.3,8.7
14,15,10.76,0.05,35,27,9.4,0.7,63.1161,70.3227,32.8,1.1,3.46,0.26,10.72,0.81,-9.8,17.9
14,15,15.83,0.05,39,37,42,0.7,73.9569,68.584,37.1,1.2,3.46,0.26,9.85,0.74,32.9,14.9
14,15,15.85,0.06,27,5,57.7,0.8,37.6622,71.3683,39.5,1.6,7.78,0.38,24.03,1.17,9.7,9.2
14,15,20.88,0.03,-9,55,57.9,0.6,-25.4545,47.7221,262.2,7.9,7.53,0.28,2.98,0.11,12.4,8.3
14,15,21.34,0.03,-26,20,21.1,0.6,-34.615,32.8476,151.7,5.3,4.25,0.32,3.09,0.23,-29.1,19.9
14,15,26.1,0.04,-37,5,25.9,0.6,-39.0015,22.8168,544.1,16.3,15.81,0.79,3.54,0.18,-83.3,11
14,15,27.38,0.03,6,54,25.7,0.6,-8.6351,61.601,115.8,3.5,4.35,0.28,3.79,0.24,15.1,14.1
14,15,28.44,0.04,37,6,21.2,0.6,67.558,69.6675,398.8,12,6.08,0.26,1.56,0.07,24.4,9.9
14,15,29.18,0.03,-18,9,18.9,0.6,-30.515,40.3432,102.4,3.1,7.12,0.27,7.47,0.28,-18.8,8.4
14,15,31.32,0.03,-23,20,53.3,0.6,-33.177,35.5925,398.1,13.7,14.8,0.3,4.06,0.08,-17.4,4.6
14,15,37.45,0.03,28,23,19,0.6,41.7047,71.3565,251.6,8.7,6.59,0.38,2.89,0.17,-0.3,13.2
14,15,38.27,0.04,25,42,14.1,0.6,33.3852,71.1161,75.3,2.7,5.22,0.3,7.65,0.44,26.5,12.1
14,15,40.49,0.04,9,56,30.5,0.6,-3.9412,63.7403,63,2.3,5.75,0.39,12,0.81,27,10.9
14,15,46.97,0.03,-28,58,37.6,0.6,-35.6741,30.3668,308,10.8,10.7,0.3,4.07,0.11,-35.2,6.1
14,15,50.74,0.06,55,59,19.1,0.6,100.9851,57.3961,49.2,1.5,4.9,0.29,10.29,0.61,19.6,11.1
14,15,53.77,0.03,25,9,48.8,0.6,31.7765,70.967,517.9,15.5,16.18,0.28,3.26,0.06,-9,3.7
14,15,58.46,0.04,34,53,49.4,0.6,61.3973,70.3432,47.1,1.5,3.88,0.26,8.54,0.57,-27.4,13.9
14,15,58.82,0.03,13,20,24.4,0.6,2.2116,65.9133,1091.6,32.8,8.2,0.27,0.75,0.02,5.4,8
14,15,59.94,0.03,24,16,55.9,0.6,29.1588,70.764,516.7,15.5,3.87,0.25,0.79,0.05,24.5,13.7
14,16,3.17,0.06,62,5,20.1,0.6,106.8877,52.3234,345.7,10.4,4.34,0.29,1.39,0.09,-9,13.4
14,16,4.18,0.04,34,44,36.5,0.6,60.9437,70.37,1863.7,55.9,9.71,0.36,0.55,0.02,72,6.7
14,16,6.98,0.03,-7,6,45.5,0.9,-23.1111,50.0924,97.6,3.3,5.55,0.38,9.86,0.68,25,14.7
14,16,8.08,0.05,37,3,27.6,0.7,67.282,69.5653,48.8,2.1,3.56,0.27,8.69,0.66,11.7,16.8
14,16,9.42,0.03,-1,25,13.6,0.6,-18.1364,54.9162,114.2,4.1,6.13,0.3,5.69,0.28,-10.9,10.9
14,16,10.87,0.04,40,55,18.6,0.6,76.715,67.7757,68.7,2.1,5.32,0.24,8.03,0.36,3.1,10.1
14,16,12.07,0.03,-13,15,11.6,0.6,-27.4083,44.682,114.6,3.5,3.27,0.26,3.03,0.24,-23.1,18.1
14,16,12.65,0.44,68,20,40.2,2.8,111.6753,46.8877,50.3,3.1,5.2,0.32,36.73,2.26,8.3,14.5
14,16,13.74,0.03,2,19,22.5,0.7,-14.1618,57.9483,169.8,5.8,5.63,0.33,5.94,0.35,-1.7,12.9
14,16,14.81,0.05,38,13,44.4,0.7,70.2771,69.0618,74.1,2.6,4.15,0.27,7.82,0.51,-3.2,14.1
14,16,15.97,0.04,2,18,10.3,0.7,-14.1708,57.9267,87.4,3.3,6.8,0.35,10.69,0.55,-2.8,10.2
14,16,19.4,0.03,22,8,40.1,0.6,23.0784,70.1053,103.1,3.1,3.42,0.26,3.49,0.27,38.6,15.2
14,16,22.04,0.06,59,1,10.9,0.6,104.0245,54.8805,103.6,3.6,9.33,0.31,10.5,0.35,22.4,6.7
14,16,25.68,0.07,64,44,22.7,0.6,109.0025,50.0274,126.9,3.8,6.49,0.25,5.35,0.21,51.5,8.3
14,16,26.34,0.04,-31,47,27,0.6,-36.7068,27.6981,48.6,1.5,3.69,0.3,8.33,0.68,-3.4,18.4
14,16,27.96,0.09,70,21,34.9,0.6,112.9922,45.092,344,11.4,14.4,0.29,5.12,0.1,-9.3,4.4
14,16,28.64,0.03,12,42,13.5,0.6,1.1887,65.4214,110.2,3.3,4.91,0.28,4.72,0.27,-18.2,13.2
14,16,29.5,0.04,-29,25,41.4,0.6,-35.7019,29.8906,130.2,5,9.23,0.29,6.5,0.2,-30.6,6.7
14,16,29.82,0.04,-29,26,50.1,0.6,-35.7088,29.8724,127.6,5,7.61,0.26,5.45,0.19,-17.3,9.3
14,16,30.01,0.04,-36,42,9,0.6,-38.6378,23.1063,461.7,16.6,42.74,1.55,7.92,0.29,-27.9,14.3
14,16,31.16,0.04,-36,41,8,0.6,-38.6275,23.1208,1098.2,34.3,37.81,1.89,7.32,0.37,-43.4,11.4
14,16,33.6,0.03,18,24,47.6,0.6,13.4203,68.5719,257.7,7.7,5.93,0.27,2.44,0.11,36.9,13.4
14,16,35.32,0.04,35,37,56.7,0.6,63.3387,69.9928,288,10.4,7.94,0.28,3.47,0.12,6.8,7.4
14,16,36.75,0.03,13,7,15.4,0.6,2.0242,65.6568,128.2,3.9,3.8,0.31,3.32,0.27,-5,16.7
14,16,38.83,0.04,-36,39,35.6,0.6,-38.5916,23.1358,852.7,27.6,35.43,2.5,7.81,0.55,-31.2,18.2
14,16,41.4,0.04,-35,24,49.8,0.6,-38.102,24.2985,144.7,5.2,8.13,0.33,6.64,0.27,-25.3,8.3
14,16,41.44,0.34,54,25,56.3,1.6,99.0215,58.5592,23.2,1.8,4.27,0.34,31.06,2.47,-11.3,15.1
14,16,42.01,0.04,-36,57,52.9,0.6,-38.6971,22.8467,206.7,6.6,5.41,0.42,5.41,0.42,-83.4,15
14,16,44.86,0.05,48,2,51.3,0.6,90.1771,63.2959,759.6,24.4,38.16,0.22,6.87,0.04,6.4,1.3
14,16,45.19,0.04,-17,20,6.2,0.7,-29.6969,40.9584,43.7,1.7,4.61,0.3,11.81,0.77,-0.8,14.7
14,16,48,0.04,28,25,12.1,0.6,41.8182,71.0986,136.2,4.7,9.85,0.51,8.7,0.45,4.6,11.1
14,16,49.44,0.03,-29,0,52.4,0.6,-35.4456,30.2471,349.2,10.5,8.79,0.27,2.67,0.08,-33.7,6.7
14,16,53.17,0.03,-9,3,47.4,0.6,-24.3327,48.3025,213.9,6.4,4.91,0.31,2.42,0.15,-22.7,13.5
14,16,53.5,0.03,10,48,40.2,0.6,-2.0285,64.1127,1430.2,43.3,80.23,4.44,14.47,0.8,-17.1,11.5
14,16,55.51,0.04,-34,50,5.4,0.6,-37.8258,24.8224,162.3,6.4,7.75,0.29,5.59,0.21,-16.9,9.9
14,16,57.08,0.05,50,57,59.6,0.6,94.4945,61.1783,119.6,3.6,4.16,0.24,3.6,0.21,-0.8,12.8
14,16,57.49,0.04,23,12,48.4,0.6,26.2191,70.2843,174.3,6.1,15.49,0.29,14.57,0.27,30.6,4.8
14,16,59.15,0.03,14,2,54.7,0.6,3.9623,66.1494,229.7,8,13.97,0.3,6.65,0.14,5.4,4.1
14,17,0.49,0.03,7,10,50.2,0.6,-7.6508,61.5422,1612.5,56,106.7,0.32,7.12,0.02,-35,0.7
14,17,1.86,0.04,20,19,5.9,0.6,18.3354,69.2949,71.4,2.5,3.75,0.23,6.44,0.39,20.6,15.2
14,17,3.48,0.06,57,37,24.8,0.6,102.4898,55.9755,97.2,2.9,6.54,0.26,7.03,0.28,-2.2,8.7
14,17,6.7,0.03,6,54,13,0.6,-8.0048,61.3214,81.7,3,4.68,0.32,6.08,0.42,13.2,14.2
14,17,7.87,0.04,46,7,4.8,0.6,86.8344,64.5489,1028.4,30.9,14.02,0.25,1.42,0.03,7.7,3.8
14,17,10.36,0.03,-4,28,18.9,0.6,-20.5798,52.2194,619.1,19.7,6.25,0.32,1.41,0.07,9.6,10.8
14,17,12.66,0.04,35,52,40.1,0.6,63.8898,69.7922,200.4,6,3.95,0.24,2.09,0.13,24.2,13.1
14,17,14.01,0.04,37,29,29.4,0.6,68.168,69.1929,179.2,6.2,15.67,0.27,9.5,0.16,7.8,3.7
14,17,15.48,0.06,5,55,29.8,1.1,-9.2993,60.5704,22.7,1.1,4.11,0.34,20.52,1.7,-12.8,15.7
14,17,16.71,0.09,70,12,15.9,0.6,112.8047,45.1984,139.5,4.2,8.88,0.3,6.53,0.22,18.4,7
14,17,18.41,0.19,80,59,39.3,0.6,118.8993,35.4514,540.1,18.6,34.87,0.29,7.46,0.06,-18.3,1.9
14,17,18.9,0.03,-10,5,40.5,0.6,-24.9385,47.3488,108.3,3.9,12.51,0.28,9.07,0.2,-11.7,4.9
14,17,19.78,0.06,56,33,14.5,0.6,101.2997,56.8191,100.7,3,4.11,0.25,4.26,0.26,16.3,14.8
14,17,20.5,0.03,-10,4,49.9,0.6,-24.92,47.358,216.7,7.6,7.73,0.29,3.39,0.13,-16.8,8
14,17,22.46,0.04,-27,44,24.1,0.6,-34.7536,31.3811,78,2.4,8.59,0.3,11.33,0.4,-26.6,8.5
14,17,23.32,0.03,3,26,46.2,0.6,-12.4098,58.6541,115.8,3.5,6.84,0.31,6.25,0.28,-15,9.6
14,17,24.52,0.06,54,36,27.9,0.7,99.0736,58.357,135.9,4.4,4.04,0.27,4.55,0.3,5,14.1
14,17,24.77,0.04,-21,28,5.6,0.6,-31.7439,37.1397,61.1,1.9,20.5,0.98,8.7,0.42,-43.5,9.5
14,17,25.09,0.03,-16,56,41.9,0.6,-29.2835,41.2419,85.1,3.1,6.69,0.31,8.59,0.4,-9.8,9.9
14,17,27.09,0.03,-21,26,43.2,0.6,-31.7219,37.1568,1190.3,37.6,14.73,0.8,3.35,0.18,-49.4,12.6
14,17,29.42,0.39,85,29,38.8,0.6,120.9996,31.307,239.7,7.8,9.76,0.44,6.48,0.29,-55.6,10.2
14,17,41.69,0.04,9,0,50.3,0.7,-4.6523,62.737,36,1.2,3.71,0.25,10.19,0.69,14,15.3
14,17,41.73,0.04,17,35,18.9,0.6,11.816,67.9396,51.3,1.6,3.48,0.23,7.4,0.49,-1.2,13.9
14,17,43.2,0.03,-26,3,2,0.6,-33.8998,32.9101,162.3,5.8,3.5,0.26,2.3,0.17,-40.3,17.8
14,17,46.53,0.04,-6,8,26.3,0.6,-21.7783,50.7193,101.5,3.4,6.96,0.29,10.52,0.44,18.2,7.9
14,17,52.25,0.04,-38,41,13.7,0.7,-39.1162,21.1528,68.1,2.5,7.61,0.37,12.15,0.59,-35.4,9.7
14,17,53.38,0.04,39,47,42.2,0.6,73.6888,68.0615,134.6,4.1,3.55,0.27,2.72,0.21,-0.2,15.6
14,17,55.35,0.03,20,40,8.4,0.6,19.4772,69.2384,168.8,6,7.75,0.26,4.83,0.16,12.6,6.9
14,17,55.9,0.04,20,33,56.7,0.6,19.2106,69.197,95.7,3.3,4.04,0.25,5.06,0.31,18.1,13.6
14,17,58.36,0.04,40,51,56.8,0.6,76.1262,67.5157,252.1,9.8,7.57,0.26,3.3,0.11,4.2,7.8
14,18,2,0.03,10,13,11.2,0.6,-2.591,63.507,256,7.7,16.34,0.3,6.7,0.12,2.5,3.9
14,18,2.57,0.03,8,31,50.8,0.6,-5.2657,62.336,196.3,5.9,9.9,0.26,5.34,0.14,-7.1,5.6
14,18,3.73,0.04,-34,20,0.8,0.6,-37.3857,25.2057,59.9,2.3,9.36,0.32,16.07,0.55,-8.1,8.3
14,18,4.43,0.04,-37,2,11.6,0.6,-38.4465,22.6825,81.9,2.9,4.69,0.36,6.11,0.47,-44.1,16.6
14,18,6.8,0.15,78,10,47.8,0.6,117.4236,38.0055,277.7,8.3,4.65,0.25,1.73,0.09,23.6,13.4
14,18,9.64,0.03,-17,59,33,0.6,-29.6701,40.2207,322.8,11.1,10.63,0.3,3.62,0.1,-29.5,5.7
14,18,13.05,0.03,-8,34,58.3,0.6,-23.5449,48.5587,732,25.5,25.14,0.28,3.67,0.04,-14.6,2.3
14,18,13.52,0.03,9,52,38.7,0.6,-3.0796,63.2396,300.1,10.3,3.63,0.26,1.37,0.1,4.2,16.1
14,18,16.51,0.03,-28,7,31.3,0.6,-34.7112,30.9489,175.8,5.3,3.99,0.3,2.51,0.19,-44.9,14.7
14,18,25.84,0.04,-38,10,9.8,0.6,-38.8097,21.5985,966.4,33.8,81.36,0.45,8.89,0.05,-39.2,1.2
14,18,26.17,0.04,17,41,59.4,0.6,12.3029,67.84,51,1.6,5.25,0.23,10.43,0.46,-8.4,9.6
14,18,28.14,0.03,1,27,54.3,0.6,-14.2991,56.9267,240.7,7.2,8.69,0.28,3.79,0.12,9,6.6
14,18,28.58,0.04,35,42,50.3,0.6,63.2006,69.6038,60.6,1.9,3.19,0.27,5.32,0.45,3.7,17.6
14,18,29.36,0.04,36,53,20.4,0.6,66.3313,69.1944,222.1,7.6,4.94,0.26,3.82,0.2,-16.9,11.8
14,18,30.52,0.03,-7,20,39,0.6,-22.4984,49.593,96.2,2.9,3.77,0.27,3.84,0.28,-31.6,16.5
14,18,37.29,0.04,-33,26,59.3,0.7,-36.9079,25.986,92.5,3.5,11.25,0.49,16.3,0.71,-25.7,7.9
14,18,38.21,0.04,0,23,44.5,0.7,-15.3967,56.0445,45.8,1.8,4.66,0.28,9.42,0.57,21.1,13.2
14,18,40.32,0.04,35,30,6,0.7,62.5863,69.6334,91.5,3.5,8.78,0.28,13.08,0.42,3.6,7.3
14,18,40.54,0.03,23,48,10.9,0.6,28.199,70.0572,156.6,5.3,8.87,0.25,6.75,0.19,1.8,6.4
14,18,41.25,0.04,0,23,59.2,0.6,-15.3742,56.0403,52.4,2,8.18,0.29,13.93,0.49,2.9,7.7
14,18,44.11,0.05,41,18,1.7,0.6,76.8982,67.1676,70.2,2.5,5.72,0.27,9.8,0.46,-7.1,11.1
14,18,45.07,0.09,63,13,30.1,0.7,107.429,51.1945,42.5,1.7,4.58,0.27,11.58,0.68,36.3,12.2
14,18,45.22,0.03,-8,39,24.6,0.6,-23.427,48.4286,121.5,3.7,10.07,0.31,8.5,0.26,8.3,6.5
14,18,46.64,0.03,-8,50,1.6,0.6,-23.552,48.2722,198.1,6.3,7.82,0.38,6.45,0.31,-2.2,10.5
14,18,58.81,0.04,39,46,38.7,0.6,73.3814,67.8857,259.4,8.8,3.95,0.25,1.78,0.11,19.7,13.6
14,18,58.93,0.04,-35,9,41.6,0.6,-37.5234,24.3657,414.3,12.4,4.11,0.34,1.03,0.09,-8.6,18.3
14,18,59.2,0.03,-3,22,51.8,0.6,-18.984,52.8927,290.3,8.7,3.76,0.27,1.36,0.1,48.6,15.4
14,18,59.85,0.03,-15,55,35.2,0.6,-28.2291,41.9898,1648.3,56.1,9.47,0.29,0.64,0.02,-55.5,7.9
14,19,1.91,0.08,59,14,33,0.7,103.7552,54.5034,30.4,1.3,3.25,0.25,11.7,0.9,14.8,17.4
14,19,2.77,0.04,-36,30,1.9,0.6,-38.0405,23.1131,383.7,13.3,35.59,0.39,10.1,0.11,-47.4,2.3
14,19,4.38,0.18,-36,29,10.6,2.3,-38.0295,23.1245,7.1,0.5,21.56,0.65,11.42,0.34,-48.3,5.2
14,19,6.4,0.03,23,15,2.6,0.6,26.7174,69.8195,90.1,2.7,4.65,0.23,5.39,0.27,10.4,11.8
14,19,6.88,0.03,5,55,3.3,0.6,-8.6117,60.2574,119.7,3.6,4.41,0.27,4.04,0.25,-11.4,14.8
14,19,12.51,0.03,-5,3,48.8,0.6,-20.3945,51.4485,202.6,6.1,8.74,0.29,4.45,0.15,32.1,6.9
14,19,13.33,0.03,0,13,52.9,0.6,-15.843,55.4516,436.1,14.5,19.76,0.27,5.41,0.07,-6.7,3.1
14,19,15.38,0.03,25,24,26,0.6,32.904,70.2625,142,4.3,4.34,0.27,3.03,0.19,14.1,13.3
14,19,16.12,0.07,-31,2,8.4,1.1,-35.7552,28.1754,53.8,2.5,5.88,0.32,16.07,0.87,-30.2,14.3
14,19,17,0.06,60,2,47.2,0.6,104.4901,53.8235,127.4,4.4,8.59,0.24,7.72,0.22,48.6,6.1
14,19,19.18,0.03,-7,38,25.9,0.6,-22.4646,49.2355,262.7,8.8,19.8,0.29,9,0.13,12.4,2.9
14,19,21.35,0.03,-5,19,27.3,0.6,-20.567,51.2083,186.9,5.6,5.64,0.3,3.13,0.17,41.2,11.5
14,19,22.31,0.03,9,32,41.4,0.6,-3.1889,62.806,169,5.1,5.48,0.27,3.3,0.16,-0.5,10.8
14,19,24.46,0.05,53,23,16,0.6,97.1427,59.1124,122.3,3.7,8.03,0.22,6.93,0.19,15.7,6.1
14,19,24.75,0.04,30,8,34.2,0.6,47.0216,70.4939,194,5.8,8.77,0.26,4.68,0.14,4.5,6.3
14,19,24.82,0.03,-1,49,32,0.6,-17.3723,54.1226,502.7,15.1,36.8,0.28,7.36,0.06,-4.7,1.7
14,19,34.97,0.03,10,48,22.3,0.6,-1.0396,63.6157,76,3,7.12,0.3,11.22,0.47,-0.8,8.9
14,19,40.43,0.05,48,38,6.7,0.6,90.3713,62.5383,69.9,2.5,3.69,0.24,5.89,0.38,35.3,14
14,19,40.61,0.04,26,0,16.5,0.6,34.6951,70.2626,73.4,2.6,3.89,0.25,6.18,0.4,-12,14.3
14,19,44.01,0.03,8,14,1.7,0.6,-5.0838,61.8302,137.4,5.1,8.63,0.41,7.91,0.38,4.2,9.9
14,19,44.92,0.04,42,2,30.3,0.6,78.2435,66.6139,104.3,3.7,5.77,0.28,5.67,0.28,-12.3,10.5
14,19,46.22,0.04,46,34,26.8,0.6,86.9476,63.9062,214.7,6.5,4.76,0.22,2.41,0.11,-19.7,10.6
14,19,46.5,0.05,54,23,15.1,0.6,98.301,58.312,787.9,27.8,15.95,0.25,2.22,0.03,18.8,3.6
14,19,46.56,0.04,38,21,48.8,0.6,69.7984,68.3781,611.6,18.4,9.46,0.25,1.64,0.04,-12.9,6
14,19,46.79,0.05,47,40,14.4,0.6,88.7944,63.1812,64.8,2.4,3.06,0.22,4.84,0.35,10.3,15.3
14,19,47.68,0.12,76,0,33.7,0.6,116.1231,39.9285,980,29.4,31.18,0.31,3.36,0.03,-17.8,2.2
14,19,47.99,0.13,68,30,0.8,0.8,111.3614,46.593,27.8,1.2,3.82,0.27,17.41,1.23,21.1,18.7
14,19,48.24,0.09,8,13,31.9,1.4,-5.0702,61.8121,10.9,0.5,6.35,0.42,36.79,2.43,8.6,14.7
14,19,48.37,0.04,-23,20,5.8,0.6,-32.0653,35.21,101.4,3.8,5.6,0.39,6.94,0.48,9.2,12.7
14,19,49.27,0.04,44,59,51.4,0.6,84.1064,64.8957,250.4,7.5,12,0.26,5.21,0.11,17.6,4.6
14,19,49.65,0.03,-19,28,35.1,0.6,-30.0348,38.7112,1973.1,69.5,59.72,0.81,3.9,0.05,-28.4,3
14,19,49.66,0.08,-33,9,25.7,1.5,-36.5266,26.1645,22.7,1.3,6.26,0.37,10.38,0.61,-49.8,11
14,19,49.74,0.04,8,14,41.7,0.6,-5.0318,61.8213,161.8,5.7,13.2,0.34,12.38,0.32,17.8,7.8
14,19,50.31,0.04,-33,9,55.4,0.6,-36.5277,26.1561,65.9,2.4,9.2,0.36,12.18,0.48,-32.3,7.6
14,19,55.12,0.03,-19,17,36.8,0.6,-29.9091,38.8671,193.7,5.8,5.99,0.37,3.11,0.19,7.2,13.5
14,19,55.31,0.04,38,6,26.4,0.6,69.132,68.458,207.6,6.2,4.19,0.25,2.12,0.13,-9,13.9
14,19,55.82,0.03,-14,23,21.2,0.6,-27.0094,43.258,772.7,23.2,9.11,0.3,1.27,0.04,-14.7,7.3
14,19,57.21,0.04,29,36,20.2,0.6,45.4018,70.4016,113.1,3.4,5.86,0.24,5.2,0.21,-3.5,9.2
14,19,58.69,0.05,-38,21,55.7,0.7,-38.5802,21.3068,51.6,2,7.12,0.49,15.51,1.07,-51.3,13.2
14,19,59.25,0.03,27,6,26.8,0.6,37.9677,70.3219,243.7,8.6,9.4,0.39,4.19,0.17,3.5,10.7
14,20,1.79,0.04,-37,43,34.9,0.6,-38.322,21.8992,1295.4,38.9,6.19,0.36,0.52,0.03,43.3,13.7
14,20,2.4,0.04,35,8,32,0.6,61.3646,69.4755,166.9,5,7.84,0.26,4.86,0.16,16.6,7.6
14,20,4.03,0.03,24,20,46.2,0.6,29.9567,69.8746,265.2,8,5.13,0.24,1.96,0.09,-6.6,9.4
14,20,4.54,0.04,30,35,55,0.6,48.3474,70.3192,62,2.3,4.93,0.26,8.66,0.46,3.5,11.4
14,20,8.92,0.04,-14,3,29.9,0.6,-26.7345,43.5271,118.2,3.9,11.1,0.33,13.27,0.39,-17.5,6.8
14,20,9.66,0.04,-5,38,4.8,0.8,-20.5598,50.8389,47.7,2.1,7.02,0.3,18.18,0.78,45.8,9.7
14,20,13.75,0.04,-38,41,14.6,0.6,-38.6553,20.9888,216,7.5,10.26,0.28,5.01,0.14,-35.5,8.4
14,20,17.63,0.04,12,56,51.3,0.6,3.0171,64.8436,90.6,3.4,5.06,0.28,7.56,0.42,33.8,11.8
14,20,21.01,0.05,24,9,40.9,0.8,29.4764,69.7704,23.9,0.8,4.32,0.26,19,1.14,-10.8,12.3
14,20,24.68,0.03,16,58,26.5,0.6,11.2637,67.0717,243,8.3,8.69,0.29,4.09,0.14,31.4,7.3
14,20,29.55,0.05,51,22,29.9,0.6,94.227,60.5016,147.7,5.2,6.17,0.28,4.69,0.21,20.8,9.5
14,20,32.88,0.04,-26,38,21.2,0.6,-33.4844,32.1194,71.5,2.6,5.34,0.26,8.07,0.39,-27.4,10.7
14,20,39.3,0.06,24,42,1.1,0.9,31.0434,69.8189,19.8,0.7,3.1,0.23,16.05,1.19,16,15.7
14,20,41.03,0.03,6,51,2.4,0.6,-6.7447,60.6767,533.6,18.2,18.9,0.35,5.5,0.1,35,3.9
14,20,41.02,0.03,7,24,52.8,0.6,-5.9401,61.0826,251.8,8.7,4.71,0.28,2.11,0.13,81,12.7
14,20,42.6,0.04,-35,42,14,0.6,-37.3826,23.7321,87.6,3.2,7.48,0.42,9.49,0.53,-39.4,12.1
14,20,42.79,0.07,61,2,7.8,0.6,105.1782,52.9067,65.3,2.3,3.65,0.24,6.32,0.42,27,14.3
14,20,43.6,0.04,44,39,57.8,0.6,83.2547,64.9698,83.3,2.5,10.39,0.24,12.84,0.3,0,5.3
14,20,49.24,0.04,14,59,24.3,0.6,7.1755,65.9353,58.1,2.1,4.16,0.26,8.19,0.51,37.7,14.5
14,20,49.29,0.03,23,39,40.7,0.6,28.1535,69.5463,151.7,5.4,13.65,0.27,9.88,0.2,11.5,4.3
14,20,49.77,0.04,32,34,51.2,0.6,54.071,69.9092,147.9,5.2,4.79,0.27,3.56,0.2,8.5,12.7
14,20,55.87,0.04,10,5,37.5,0.6,-1.7336,62.8946,60.5,2.2,5.75,0.31,11.07,0.6,52.1,11.3
14,20,56.01,0.08,68,0,46.4,0.6,110.878,46.9657,153.3,5.6,5.92,0.26,5.14,0.23,37.4,10
14,21,1.5,0.03,-23,7,33.6,0.6,-31.6475,35.2849,134.3,4.7,4.71,0.32,3.91,0.27,18.5,14.2
14,21,3.34,0.04,4,32,55.6,0.7,-9.691,58.9125,30.5,1,4.83,0.31,15.79,1.01,28.4,13.6
14,21,4.66,0.04,40,10,23.1,0.6,73.7976,67.3444,67.2,2.1,3.55,0.23,5.67,0.37,0.5,15.4
14,21,5.37,0.04,37,7,50.5,0.6,66.4257,68.6228,149.2,4.5,5.53,0.22,3.99,0.16,7,8.9
14,21,7.78,0.03,-6,43,55.7,0.6,-21.1487,49.7801,396.2,11.9,26.61,0.32,6.94,0.08,66.9,2.6
14,21,10.3,0.03,-10,4,57.6,0.6,-23.713,46.895,150.7,5,11.28,0.3,9.1,0.24,28,5.5
